EdFiEntity,EdFiEntityPath,EdFiElementName,EdFiElementType,EdFiRequired,EdFiElementDescription,EdFiEntityDescription,CEDSElementName,CEDSElementType,CEDSElementDefinition,CEDSGlobalId,CEDSMappingNotes,CEDSMappingConfidence,CEDSDWTable,CEDSDWColumn,CEDSDWElementType,CEDSStagingTable,CEDSStagingColumn,CEDSStagingElementType,CEDSOntologyClassURI,CEDSOntologyClassLabel,CEDSOntologyConceptSchemeURI,CEDSOntologyConceptSchemeLabel,CEDSOntologyPropertyURI,CEDSOntologyPropertyLabel,CEDSOntologyPropertyNotation,CEDSOntologyPropertyRangeIncludes
PostSecondaryInstitution,EducationOrganization.NameOfInstitution,NameOfInstitution,String,1,"The full, legally accepted name of the institution.",An organization that provides educational programs for individuals who have completed or otherwise left educational programs in secondary school(s).,Name of Institution,Alphanumeric - 60 characters maximum,The full legally accepted name of the institution.,000191,,Yes,,,,,,,http://ceds.ed.gov/terms#C200246,Person Degree Or Certificate,,,http://ceds.ed.gov/terms#P000191,Name of Institution,NameOfInstitution,http://www.w3.org/2001/XMLSchema#string
PostSecondaryInstitution,EducationOrganization.ShortNameOfInstitution,ShortNameOfInstitution,String,0,A short name for the institution.,An organization that provides educational programs for individuals who have completed or otherwise left educational programs in secondary school(s).,Short Name of Organization,Alphanumeric - 30 characters maximum,"The name of the organization, which could be abbreviated form of the full legally accepted name.",001487,,Yes,,,,,,,http://ceds.ed.gov/terms#C200246,Organization Name,,,http://ceds.ed.gov/terms#P001487,Short Name of Organization,ShortNameOfOrganization,http://www.w3.org/2001/XMLSchema#string
PostSecondaryInstitution,EducationOrganization.WebSite,WebSite,String,0,The public web site address (URL) for the education organization.,An organization that provides educational programs for individuals who have completed or otherwise left educational programs in secondary school(s).,Web Site Address,Alphanumeric - 300 characters maximum,The Uniform Resource Locator (URL) for the unique address of a Web page.,000704,,Yes,,,,,,,http://ceds.ed.gov/terms#C200273,Organization Website,,,http://ceds.ed.gov/terms#P000704,Web Site Address,WebSiteAddress,http://www.w3.org/2001/XMLSchema#string
Program,ProgramId,ProgramId,String,0,"A unique number or alphanumeric code assigned to a program by a school, school system, a state, or other agency or entity.","This entity represents any program designed to work in conjunction with, or as a supplement to, the main academic program. Programs may provide instruction, training, services, or benefits through federal, state, or local agencies. Programs may also include organized extracurricular activities for students.",Record Reference Identifier,Alphanumeric - 40 characters maximum,A unique number or alphanumeric code assigned to a record.,002029,This is used to uniquely identify a record. This would be similar to SIFs RefId and I think to EdFis record Id as well,Maybe,,,,,,,,,,,,,,
Program,ProgramName,ProgramName,String,1,"The formal name of the program of instruction, training, services, or benefits available through federal, state, or local agencies.","This entity represents any program designed to work in conjunction with, or as a supplement to, the main academic program. Programs may provide instruction, training, services, or benefits through federal, state, or local agencies. Programs may also include organized extracurricular activities for students.",Program Name,Alphanumeric - 60 characters maximum,"The name of the program of instruction, training, services or benefits available through federal, state, or local agencies.",000626,,Yes,,,,,,,http://ceds.ed.gov/terms#C200246,Organization Name,,,http://ceds.ed.gov/terms#P000626,Program Name,ProgramName,http://www.w3.org/2001/XMLSchema#string
ProgramDimension,Code,Code,String,1,The code representation of the account program dimension.,"The NCES program accounting dimension. A program is defined by the NCES as a plan of activities and procedures designed to accomplish a predetermined objective or set of objectives. These are often categorized into broad program areas such as regular education, special education, vocational education, other PK-12 instructional, nonpublic school, adult and continuing education, community and junior college education, community services, and co-curricular or extracurricular activities.",Financial Account Local Program Code,Has Option Set,A local code used to describe a plan of activities and procedures designed to accomplish a predetermined objective or set of objectives.,002009,"This would be the Code of Financial Account Local Program Code, CEDS also has the standard NCES codes through Financial Account Program Code. There might be away in Ed-Fi to indicate whether this is local (state specific code) or NCES",Yes,,,,,,,http://ceds.ed.gov/terms#C200142,Financial Account,http://ceds.ed.gov/terms#C002009,Financial Account Local Program Code,http://ceds.ed.gov/terms#P002009,Has Financial Account Local Program Code,hasFinancialAccountLocalProgramCode,http://ceds.ed.gov/terms#C002009
ProgramDimension,CodeName,CodeName,String,0,A description of the account program dimension.,"The NCES program accounting dimension. A program is defined by the NCES as a plan of activities and procedures designed to accomplish a predetermined objective or set of objectives. These are often categorized into broad program areas such as regular education, special education, vocational education, other PK-12 instructional, nonpublic school, adult and continuing education, community and junior college education, community services, and co-curricular or extracurricular activities.",Financial Account Local Program Code,Has Option Set,A local code used to describe a plan of activities and procedures designed to accomplish a predetermined objective or set of objectives.,002009,"This would be the Description of Financial Account Local Program Code, CEDS also has the standard NCES codes through Financial Account Program Code. There might be away in Ed-Fi to indicate whether this is local (state specific code) or NCES",Yes,,,,,,,http://ceds.ed.gov/terms#C200142,Financial Account,http://ceds.ed.gov/terms#C002009,Financial Account Local Program Code,http://ceds.ed.gov/terms#P002009,Has Financial Account Local Program Code,hasFinancialAccountLocalProgramCode,http://ceds.ed.gov/terms#C002009
ProgramEvaluation,ProgramEvaluationDescription,ProgramEvaluationDescription,String,0,The long description of the program evaluation.,An evaluation instrument applied to evaluate a student in the context of a program. Student evaluations are typically applied by a staff member based upon a rubric.,Not in CEDS,,,000000,"There is the start of the evaluation concept in CEDS for staff, and of course the Assessment domain, but the entire Ed-Fi model would need to be reviewed and added to CEDS to fill in major gaps",Not in CEDS,,,,,,,,,,,,,,
ProgramEvaluation,ProgramEvaluationTitle,ProgramEvaluationTitle,String,1,An assigned unique identifier for the student program evaluation.,An evaluation instrument applied to evaluate a student in the context of a program. Student evaluations are typically applied by a staff member based upon a rubric.,Not in CEDS,,,000000,"There is the start of the evaluation concept in CEDS for staff, and of course the Assessment domain, but the entire Ed-Fi model would need to be reviewed and added to CEDS to fill in major gaps",Not in CEDS,,,,,,,,,,,,,,
ProgramEvaluationElement,ProgramEvaluationElementDescription,ProgramEvaluationElementDescription,String,0,The long description of the program evaluation element.,"The lowest level elements or criterion of a students's performance that is being evaluated, typically by a rubric.",Not in CEDS,,,000000,"There is the start of the evaluation concept in CEDS for staff, and of course the Assessment domain, but the entire Ed-Fi model would need to be reviewed and added to CEDS to fill in major gaps",Not in CEDS,,,,,,,,,,,,,,
ProgramEvaluationElement,ProgramEvaluationElementTitle,ProgramEvaluationElementTitle,String,1,The name or title of the program evaluation element.,"The lowest level elements or criterion of a students's performance that is being evaluated, typically by a rubric.",Not in CEDS,,,000000,"There is the start of the evaluation concept in CEDS for staff, and of course the Assessment domain, but the entire Ed-Fi model would need to be reviewed and added to CEDS to fill in major gaps",Not in CEDS,,,,,,,,,,,,,,
ProgramEvaluationObjective,ProgramEvaluationObjectiveDescription,ProgramEvaluationObjectiveDescription,String,0,The long description of the program evaluation objective.,"A subcomponent of a ProgramEvaluation, a specific student objective or domain of performance that is being evaluated.",Not in CEDS,,,000000,"There is the start of the evaluation concept in CEDS for staff, and of course the Assessment domain, but the entire Ed-Fi model would need to be reviewed and added to CEDS to fill in major gaps",Not in CEDS,,,,,,,,,,,,,,
ProgramEvaluationObjective,ProgramEvaluationObjectiveTitle,ProgramEvaluationObjectiveTitle,String,1,The name or title of the program evaluation objective.,"A subcomponent of a ProgramEvaluation, a specific student objective or domain of performance that is being evaluated.",Not in CEDS,,,000000,"There is the start of the evaluation concept in CEDS for staff, and of course the Assessment domain, but the entire Ed-Fi model would need to be reviewed and added to CEDS to fill in major gaps",Not in CEDS,,,,,,,,,,,,,,
ProjectDimension,Code,Code,String,1,The code representation of the account project dimension.,"The NCES project accounting dimension. The project dimension reporting code permits school districts to accumulate expenditures to meet a variety of specialized reporting requirements at the local, state, and federal levels.",Financial Expenditure Project Reporting Code,Numeric,"The project/reporting code permits organizations to accumulate expenditures to meet a variety of specialized reporting requirements at the local, state, and federal levels. It is a three-digit code with the format 00X. The first two digits identify the particular funding source, authority, or expenditure purpose for which a special record or report is required. The third digit is available to identify particular projects and the fiscal year of the appropriation within that funding source. Each classification is presented by a code range followed by a description.",001556,This would be the Code of Financial Expenditure Project Reporting Code. There is not a Local form of this in CEDS because the element was intended to be local all along as long as the specific coding methods were used,Yes,,,,,,,http://ceds.ed.gov/terms#C200142,Financial Account,,,http://ceds.ed.gov/terms#P001556,Financial Expenditure Project Reporting Code,FinancialExpenditureProjectReportingCode,http://www.w3.org/2001/XMLSchema#decimal
