AccountingPeriods: Table 1
Name	Mandatory	Characteristics	Type	Description	XPath	CEDS ID	Format
LocalId	*	M	LocalIdType	Item number as presented to user.	/FoodserviceItems/FoodserviceItem/LocalId		
Description		O	normalizedString	Description of Item	/FoodserviceItems/FoodserviceItem/Description		
@Type	*	M	token	Electronic Id type.	/FoodserviceItems/FoodserviceItem/ElectronicIdList/ElectronicId/@Type		
@TypeCodeset		O	token	A unique indicator (usually a URL) that points to the codeset used.	/FoodserviceItems/FoodserviceItem/ElectronicIdList/ElectronicId/@TypeCodeset		
ElectronicId	*	MR	ElectronicIdType		/FoodserviceItems/FoodserviceItem/ElectronicIdList/ElectronicId		
ItemCategory		O	normalizedString	        The category is derived from the Child Nutrition Database's food category codes/names (Source: Food Category Name File [CNDB]).        Agents may use the actual codes or a district's local definition of the names associated with the codes.        The Child Nutrition Database [CNDB] is updated on a yearly basis by the USDA.      	/FoodserviceItems/FoodserviceItem/ItemCategory		
Type	*	M	normalizedString	" This element is designed to contain the time period attached to an object. Very long periods (school year, quarter, etc.) and very small periods (second, millisecond, etc.) can be defined. This element provides a scoping description of the time metadata enclosed. "	/FoodserviceItems/FoodserviceItem/SIF_Metadata/TimeElements/TimeElement/Type		
Code	*	M	token	" This element provides a place for the application to send structured data (code values, unique identifier, timestamps). This code value can, depending upon the use case agreement between agents, be used to qualify the data in the "	/FoodserviceItems/FoodserviceItem/SIF_Metadata/TimeElements/TimeElement/Code		
Name	*	M	normalizedString	 Contains a human-readable description of the value in 	/FoodserviceItems/FoodserviceItem/SIF_Metadata/TimeElements/TimeElement/Name		
Value	*	M	normalizedString	Contains the human-readable value.	/FoodserviceItems/FoodserviceItem/SIF_Metadata/TimeElements/TimeElement/Value		
StartDateTime		O	dateTime		/FoodserviceItems/FoodserviceItem/SIF_Metadata/TimeElements/TimeElement/StartDateTime		
EndDateTime		O	dateTime		/FoodserviceItems/FoodserviceItem/SIF_Metadata/TimeElements/TimeElement/EndDateTime		
Type	*	M	normalizedString		/FoodserviceItems/FoodserviceItem/SIF_Metadata/TimeElements/TimeElement/SpanGaps/SpanGap/Type		
Code	*	M	token		/FoodserviceItems/FoodserviceItem/SIF_Metadata/TimeElements/TimeElement/SpanGaps/SpanGap/Code		
Name	*	M	normalizedString		/FoodserviceItems/FoodserviceItem/SIF_Metadata/TimeElements/TimeElement/SpanGaps/SpanGap/Name		
Value	*	M	normalizedString		/FoodserviceItems/FoodserviceItem/SIF_Metadata/TimeElements/TimeElement/SpanGaps/SpanGap/Value		
StartDateTime		O	dateTime		/FoodserviceItems/FoodserviceItem/SIF_Metadata/TimeElements/TimeElement/SpanGaps/SpanGap/StartDateTime		
EndDateTime		O	dateTime		/FoodserviceItems/FoodserviceItem/SIF_Metadata/TimeElements/TimeElement/SpanGaps/SpanGap/EndDateTime		
IsCurrent	*	M	boolean	 This element allows for the system to tag an object as being explicitly current. Although the baseline assumption in SIF is that objects are always current (default value is typically 	/FoodserviceItems/FoodserviceItem/SIF_Metadata/TimeElements/TimeElement/IsCurrent		
DateTime	*	M	dateTime		/FoodserviceItems/FoodserviceItem/SIF_Metadata/LifeCycle/Created/DateTime		
Name	*	M	normalizedString	" Human-readable name of the data's creator. If the object contains system-generated data, the name should identify the creating service or application. "	/FoodserviceItems/FoodserviceItem/SIF_Metadata/LifeCycle/Created/Creators/Creator/Name		
ID	*	M	normalizedString	Unique identifier of the creator.  An email address or URI could be used here.	/FoodserviceItems/FoodserviceItem/SIF_Metadata/LifeCycle/Created/Creators/Creator/ID		
By	*	M	normalizedString	Identifier of the system or person that modified the data.	/FoodserviceItems/FoodserviceItem/SIF_Metadata/LifeCycle/ModificationHistory/Modified/By		
DateTime	*	M	dateTime	The date/time the modification occurred.	/FoodserviceItems/FoodserviceItem/SIF_Metadata/LifeCycle/ModificationHistory/Modified/DateTime	000534	
Description		O	string	Human readable description of the data modifications.	/FoodserviceItems/FoodserviceItem/SIF_Metadata/LifeCycle/ModificationHistory/Modified/Description		
Type	*	M	normalizedString	" This element is designed to contain the time period attached to an object. Very long periods (school year, quarter, etc.) and very small periods (second, millisecond, etc.) can be defined. This element provides a scoping description of the time metadata enclosed. "	/FoodserviceItems/FoodserviceItem/SIF_Metadata/LifeCycle/TimeElements/TimeElement/Type		
Code	*	M	token	" This element provides a place for the application to send structured data (code values, unique identifier, timestamps). This code value can, depending upon the use case agreement between agents, be used to qualify the data in the "	/FoodserviceItems/FoodserviceItem/SIF_Metadata/LifeCycle/TimeElements/TimeElement/Code		
Name	*	M	normalizedString	 Contains a human-readable description of the value in 	/FoodserviceItems/FoodserviceItem/SIF_Metadata/LifeCycle/TimeElements/TimeElement/Name		
Value	*	M	normalizedString	Contains the human-readable value.	/FoodserviceItems/FoodserviceItem/SIF_Metadata/LifeCycle/TimeElements/TimeElement/Value		
StartDateTime		O	dateTime		/FoodserviceItems/FoodserviceItem/SIF_Metadata/LifeCycle/TimeElements/TimeElement/StartDateTime		
EndDateTime		O	dateTime		/FoodserviceItems/FoodserviceItem/SIF_Metadata/LifeCycle/TimeElements/TimeElement/EndDateTime		
Type	*	M	normalizedString		/FoodserviceItems/FoodserviceItem/SIF_Metadata/LifeCycle/TimeElements/TimeElement/SpanGaps/SpanGap/Type		
Code	*	M	token		/FoodserviceItems/FoodserviceItem/SIF_Metadata/LifeCycle/TimeElements/TimeElement/SpanGaps/SpanGap/Code		
Name	*	M	normalizedString		/FoodserviceItems/FoodserviceItem/SIF_Metadata/LifeCycle/TimeElements/TimeElement/SpanGaps/SpanGap/Name		
Value	*	M	normalizedString		/FoodserviceItems/FoodserviceItem/SIF_Metadata/LifeCycle/TimeElements/TimeElement/SpanGaps/SpanGap/Value		
StartDateTime		O	dateTime		/FoodserviceItems/FoodserviceItem/SIF_Metadata/LifeCycle/TimeElements/TimeElement/SpanGaps/SpanGap/StartDateTime		
EndDateTime		O	dateTime		/FoodserviceItems/FoodserviceItem/SIF_Metadata/LifeCycle/TimeElements/TimeElement/SpanGaps/SpanGap/EndDateTime		
IsCurrent	*	M	boolean	 This element allows for the system to tag an object as being explicitly current. Although the baseline assumption in SIF is that objects are always current (default value is typically 	/FoodserviceItems/FoodserviceItem/SIF_Metadata/LifeCycle/TimeElements/TimeElement/IsCurrent		
Cost		O	boolean		/FoodserviceItems/FoodserviceItem/SIF_Metadata/RightsElements/RightsElement/Cost	000505	
UseType	*	M	string	" A description of the fee structure for this resource. Some resources may be licensed differently depending upon their context. For example, a content provider might charge one fee structure for resources used in the classroom and a separate fee for those resources available to parents from home. "	/FoodserviceItems/FoodserviceItem/SIF_Metadata/RightsElements/RightsElement/FeesForUse/FeeForUse/UseType		
MeteringType	*	M	token		/FoodserviceItems/FoodserviceItem/SIF_Metadata/RightsElements/RightsElement/FeesForUse/FeeForUse/MeteringType		
MeteringURL		O	anyURI		/FoodserviceItems/FoodserviceItem/SIF_Metadata/RightsElements/RightsElement/FeesForUse/FeeForUse/MeteringURL		
@Currency		O	token	"Currency code.  Where omitted, defaults to implementation-defined local currency, typically "	/FoodserviceItems/FoodserviceItem/SIF_Metadata/RightsElements/RightsElement/FeesForUse/FeeForUse/PerUseCharge/@Currency		
@CurrencyCodeset		O	token	A unique indicator (usually a URL) that points to the codeset used.	/FoodserviceItems/FoodserviceItem/SIF_Metadata/RightsElements/RightsElement/FeesForUse/FeeForUse/PerUseCharge/@CurrencyCodeset		
PerUseCharge		O	MonetaryAmountType		/FoodserviceItems/FoodserviceItem/SIF_Metadata/RightsElements/RightsElement/FeesForUse/FeeForUse/PerUseCharge		
CopyrightStatement		O	string		/FoodserviceItems/FoodserviceItem/SIF_Metadata/RightsElements/RightsElement/CopyrightStatement		
TermsOfUse		O	string		/FoodserviceItems/FoodserviceItem/SIF_Metadata/RightsElements/RightsElement/TermsOfUse		
MediaType	*	MR	token		/FoodserviceItems/FoodserviceItem/SIF_Metadata/EducationFilter/MediaTypes/MediaType		
@Codeset		O	token	A unique indicator (usually a URL) that points to the codeset used.	/FoodserviceItems/FoodserviceItem/SIF_Metadata/EducationFilter/GradeLevels/GradeLevel/Code/@Codeset		
Code	*	M	string	Code representing the grade level.	/FoodserviceItems/FoodserviceItem/SIF_Metadata/EducationFilter/GradeLevels/GradeLevel/Code	000100	"IT, PR, PK, TK, KG, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12, 13, PS, UG, AE, Other"
@Codeset	*	M	string	" Describes the OtherCode element content as either a state/province code, a local code, other code, or text string. "	/FoodserviceItems/FoodserviceItem/SIF_Metadata/EducationFilter/GradeLevels/GradeLevel/OtherCodeList/OtherCode/@Codeset		"StateProvince, Local, Other, Text"
OtherCode	*	MR	string	" A state/province code, local code, other code or a text string that crosswalks to or serves as a translation of an associated Code element. "	/FoodserviceItems/FoodserviceItem/SIF_Metadata/EducationFilter/GradeLevels/GradeLevel/OtherCodeList/OtherCode		
@Codeset		O	token	A unique indicator (usually a URL) that points to the codeset used.	/FoodserviceItems/FoodserviceItem/SIF_Metadata/EducationFilter/SubjectAreas/SubjectArea/Code/@Codeset		
Code	*	M	string	"The subject area code (i.e., the first two digits of the course classification code)."	/FoodserviceItems/FoodserviceItem/SIF_Metadata/EducationFilter/SubjectAreas/SubjectArea/Code	000702	
@Codeset	*	M	string	" Describes the OtherCode element content as either a state/province code, a local code, other code, or text string. "	/FoodserviceItems/FoodserviceItem/SIF_Metadata/EducationFilter/SubjectAreas/SubjectArea/OtherCodeList/OtherCode/@Codeset		"StateProvince, Local, Other, Text"
OtherCode	*	MR	string	" A state/province code, local code, other code or a text string that crosswalks to or serves as a translation of an associated Code element. "	/FoodserviceItems/FoodserviceItem/SIF_Metadata/EducationFilter/SubjectAreas/SubjectArea/OtherCodeList/OtherCode		
@Codeset		O	token	A unique indicator (usually a URL) that points to the codeset used.	/FoodserviceItems/FoodserviceItem/SIF_Metadata/EducationFilter/InterestLevels/InterestLevel/Code/@Codeset		
Code	*	M	string	Code representing the grade level.	/FoodserviceItems/FoodserviceItem/SIF_Metadata/EducationFilter/InterestLevels/InterestLevel/Code	000100	"IT, PR, PK, TK, KG, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12, 13, PS, UG, AE, Other"
@Codeset	*	M	string	" Describes the OtherCode element content as either a state/province code, a local code, other code, or text string. "	/FoodserviceItems/FoodserviceItem/SIF_Metadata/EducationFilter/InterestLevels/InterestLevel/OtherCodeList/OtherCode/@Codeset		"StateProvince, Local, Other, Text"
OtherCode	*	MR	string	" A state/province code, local code, other code or a text string that crosswalks to or serves as a translation of an associated Code element. "	/FoodserviceItems/FoodserviceItem/SIF_Metadata/EducationFilter/InterestLevels/InterestLevel/OtherCodeList/OtherCode		
LearningStandardItemRefId	*	MR	IdRefType		/FoodserviceItems/FoodserviceItem/SIF_Metadata/EducationFilter/LearningStandardItems/LearningStandardItemRefId		
@Codeset		O	token	A unique indicator (usually a URL) that points to the codeset used.	/FoodserviceItems/FoodserviceItem/SIF_Metadata/EducationFilter/BloomsTaxonomyLevels/BloomsTaxonomyLevel/@Codeset		
BloomsTaxonomyLevel		OR	string		/FoodserviceItems/FoodserviceItem/SIF_Metadata/EducationFilter/BloomsTaxonomyLevels/BloomsTaxonomyLevel		
@Codeset		O	token	A unique indicator (usually a URL) that points to the codeset used.	/FoodserviceItems/FoodserviceItem/SIF_Metadata/EducationFilter/MultipleIntelligences/MultipleIntelligence/@Codeset		
MultipleIntelligence		OR	string		/FoodserviceItems/FoodserviceItem/SIF_Metadata/EducationFilter/MultipleIntelligences/MultipleIntelligence		
@Codeset		O	token	A unique indicator (usually a URL) that points to the codeset used.	/FoodserviceItems/FoodserviceItem/SIF_Metadata/EducationFilter/InstructionalStrategies/InstructionalStrategy/@Codeset		
InstructionalStrategy		OR	string		/FoodserviceItems/FoodserviceItem/SIF_Metadata/EducationFilter/InstructionalStrategies/InstructionalStrategy		
Title		O	normalizedString	The title of the content.	/FoodserviceItems/FoodserviceItem/SIF_Metadata/EducationFilter/Title		
Summary		O	string	A summary of the content.	/FoodserviceItems/FoodserviceItem/SIF_Metadata/EducationFilter/Summary		
LearningObjective	*	MR	string		/FoodserviceItems/FoodserviceItem/SIF_Metadata/EducationFilter/LearningObjectives/LearningObjective		
@Codeset		O	token	A unique indicator (usually a URL) that points to the codeset used.	/FoodserviceItems/FoodserviceItem/SIF_Metadata/EducationFilter/ResourceTypes/ResourceType/@Codeset		
ResourceType	*	MR	string		/FoodserviceItems/FoodserviceItem/SIF_Metadata/EducationFilter/ResourceTypes/ResourceType		
@Name	*	M	normalizedString	"The name of the extended element. As it is possible that names for extended elements may collide from agent to agent, it is recommended that the names of extended elements be configurable in an agent, or that agents use URIs for the names of extended elements."	/FoodserviceItems/FoodserviceItem/SIF_ExtendedElements/SIF_ExtendedElement/@Name		
@SIF_Action		O	string	" In a Change event, this flag can be used to indicate an element has been deleted from the parent list container.  At a minimum the key for the list must also be present. "	/FoodserviceItems/FoodserviceItem/SIF_ExtendedElements/SIF_ExtendedElement/@SIF_Action		Delete
SIF_ExtendedElement		OR	SIF_ExtendedElementType	"A name/value pair, the name being contained in the Name attribute, the value being the element content."	/FoodserviceItems/FoodserviceItem/SIF_ExtendedElements/SIF_ExtendedElement		

FoodserviceMealPricess: Table 1
Name	Mandatory	Characteristics	Type	Description	XPath	CEDS ID	Format
@RefId	*	M	RefIdType	GUID that identifies this meal price.	/FoodserviceMealPricess/FoodserviceMealPrices/@RefId		
SchoolInfoRefId	*	M	IdRefType	GUID that identifies the school this meal price belongs to	/FoodserviceMealPricess/FoodserviceMealPrices/SchoolInfoRefId		
@Type	*	M	token	The type of the program. Type identifies the list of values.	/FoodserviceMealPricess/FoodserviceMealPrices/Program/@Type		
@TypeCodeset		O	token	A unique indicator (usually a URL) that points to the codeset used.	/FoodserviceMealPricess/FoodserviceMealPrices/Program/@TypeCodeset		
Program	*	M	FundedProgramType		/FoodserviceMealPricess/FoodserviceMealPrices/Program		
@Currency		O	token	"Currency code.  Where omitted, defaults to implementation-defined local currency, typically "	/FoodserviceMealPricess/FoodserviceMealPrices/Prices/Price/Value/@Currency		
@CurrencyCodeset		O	token	A unique indicator (usually a URL) that points to the codeset used.	/FoodserviceMealPricess/FoodserviceMealPrices/Prices/Price/Value/@CurrencyCodeset		
Value	*	M	MonetaryAmountType	The price value	/FoodserviceMealPricess/FoodserviceMealPrices/Prices/Price/Value		
